"","variable","n","mean","variance","clinic_name"
"1130","ct_result_sq",106,1972.30310660377,26945.8111181143,"inpatient ward k"
"1131","age_sq",106,57.0632075471698,11568.8961134232,"inpatient ward k"
"1132","resultpositiveXct_result",106,2.16783018867925,79.0760933423181,"inpatient ward k"
"1133","resultpositiveXgendermale",106,0.0377358490566038,0.0366576819407008,"inpatient ward k"
"1134","resultpositiveXage",106,0.113207547169811,0.329919137466307,"inpatient ward k"
"1135","resultpositiveXdrive_thru_ind_factor1",106,0,0,"inpatient ward k"
"1136","resultpositiveXstd_ct_result",106,-0.0820165001912474,0.113512105227536,"inpatient ward k"
"1137","resultpositiveXstd_age",106,-0.0418639902014257,0.0299092312858411,"inpatient ward k"
"1138","ct_resultXgendermale",106,21.568679245283,490.60902490566,"inpatient ward k"
"1139","ct_resultXage",106,229.220471698113,63242.023151204,"inpatient ward k"
"1140","ct_resultXdrive_thru_ind_factor1",106,5.09433962264151,205.229110512129,"inpatient ward k"
"1141","ct_resultXstd_ct_result",106,3.82634303716991,370.753370687834,"inpatient ward k"
"1142","ct_resultXstd_age",106,-24.2857714714453,226.219728362177,"inpatient ward k"
"1143","gendermaleXage",106,2.41698113207547,19.185423180593,"inpatient ward k"
"1144","gendermaleXdrive_thru_ind_factor1",106,0.0471698113207547,0.0453728661275831,"inpatient ward k"
"1145","gendermaleXstd_ct_result",106,-0.0172858663846821,0.181156379929968,"inpatient ward k"
"1146","gendermaleXstd_age",106,-0.275658727374772,0.127792757248234,"inpatient ward k"
"1147","ageXdrive_thru_ind_factor1",106,0.547169811320755,3.83108715184187,"inpatient ward k"
"1148","ageXstd_ct_result",106,0.794748222644933,3.54987847763625,"inpatient ward k"
"1149","ageXstd_age",106,-0.948256236961948,4.93920176875987,"inpatient ward k"
"1150","drive_thru_ind_factor1Xstd_ct_result",106,0.0251782994658764,0.00501321075907123,"inpatient ward k"
"1151","drive_thru_ind_factor1Xstd_age",106,-0.0642567207755329,0.0380443100858251,"inpatient ward k"
"1152","std_ct_resultXstd_age",106,-0.00738200319288901,0.126554113453836,"inpatient ward k"
"1153","resultpositive",19,0.105263157894737,0.0994152046783626,"inpatient ward l"
"1154","ct_result",19,44.1889473684211,6.10598771929825,"inpatient ward l"
"1155","gendermale",19,0.368421052631579,0.245614035087719,"inpatient ward l"
"1156","age",19,6.82105263157895,53.0684210526316,"inpatient ward l"
"1157","drive_thru_ind_factor1",19,0,0,"inpatient ward l"
"1158","std_ct_result",19,0.020135317635612,0.379781371026733,"inpatient ward l"
"1159","std_age",19,-0.446937496947461,0.195559157670978,"inpatient ward l"
"1160","log_ct_result",19,3.78682420960444,0.00367788111717499,"inpatient ward l"
"1161","log_age",19,1.18565301110254,1.72150246447199,"inpatient ward l"
"1162","ct_result_sq",19,1958.44768947368,40874.8604624321,"inpatient ward l"
"1163","age_sq",19,96.8021052631579,18304.9066842105,"inpatient ward l"
"1164","resultpositiveXct_result",19,3.92578947368421,138.482303508772,"inpatient ward l"
"1165","resultpositiveXgendermale",19,0.105263157894737,0.0994152046783626,"inpatient ward l"
"1166","resultpositiveXage",19,0.0947368421052632,0.0805263157894737,"inpatient ward l"
"1167","resultpositiveXdrive_thru_ind_factor1",19,0,0,"inpatient ward l"
"1168","resultpositiveXstd_ct_result",19,-0.178861593055218,0.299723176391725,"inpatient ward l"
"1169","resultpositiveXstd_age",19,-0.0848812765331321,0.0646433457556605,"inpatient ward l"
"1170","ct_resultXgendermale",19,15.7678947368421,454.811250877193,"inpatient ward l"
"1171","ct_resultXage",19,306.217421052632,107879.093876368,"inpatient ward l"
"1172","ct_resultXdrive_thru_ind_factor1",19,0,0,"inpatient ward l"
"1173","ct_resultXstd_ct_result",19,2.33241751434653,540.435583585654,"inpatient ward l"
"1174","ct_resultXstd_age",19,-19.458177126948,377.645604279044,"inpatient ward l"
"1175","gendermaleXage",19,1.24210526315789,10.440350877193,"inpatient ward l"
"1176","gendermaleXdrive_thru_ind_factor1",19,0,0,"inpatient ward l"
"1177","gendermaleXstd_ct_result",19,-0.120333089910856,0.331947854615693,"inpatient ward l"
"1178","gendermaleXstd_age",19,-0.241811409190147,0.133993124840052,"inpatient ward l"
"1179","ageXdrive_thru_ind_factor1",19,0,0,"inpatient ward l"
"1180","ageXstd_ct_result",19,1.33501310662019,3.43878256824769,"inpatient ward l"
"1181","ageXstd_age",19,0.00335633700904663,5.41298482703831,"inpatient ward l"
"1182","drive_thru_ind_factor1Xstd_ct_result",19,0,0,"inpatient ward l"
"1183","drive_thru_ind_factor1Xstd_age",19,0,0,"inpatient ward l"
"1184","std_ct_resultXstd_age",19,0.0637046904292947,0.229094164102493,"inpatient ward l"
"1185","resultpositive",42,0,0,"inpatient ward m"
"1186","ct_result",42,45,0,"inpatient ward m"
"1187","gendermale",42,0.523809523809524,0.255516840882695,"inpatient ward m"
"1188","age",42,4.55238095238095,29.1215795586527,"inpatient ward m"
"1189","drive_thru_ind_factor1",42,0.0714285714285714,0.0679442508710801,"inpatient ward m"
"1190","std_ct_result",42,0.222408311948575,0,"inpatient ward m"
"1191","std_age",42,-0.584656111627747,0.107314132502461,"inpatient ward m"
"1192","log_ct_result",42,3.80666248977032,0,"inpatient ward m"
"1193","log_age",42,-Inf,0,"inpatient ward m"
"1194","ct_result_sq",42,2025,0,"inpatient ward m"
"1195","age_sq",42,49.152380952381,6637.75442833914,"inpatient ward m"
"1196","resultpositiveXct_result",42,0,0,"inpatient ward m"
"1197","resultpositiveXgendermale",42,0,0,"inpatient ward m"
"1198","resultpositiveXage",42,0,0,"inpatient ward m"
"1199","resultpositiveXdrive_thru_ind_factor1",42,0,0,"inpatient ward m"
"1200","resultpositiveXstd_ct_result",42,0,0,"inpatient ward m"
"1201","resultpositiveXstd_age",42,0,0,"inpatient ward m"
"1202","ct_resultXgendermale",42,23.5714285714286,517.421602787456,"inpatient ward m"
"1203","ct_resultXage",42,204.857142857143,58971.1986062718,"inpatient ward m"
"1204","ct_resultXdrive_thru_ind_factor1",42,3.21428571428571,137.587108013937,"inpatient ward m"
"1205","ct_resultXstd_ct_result",42,10.0083740376859,0,"inpatient ward m"
"1206","ct_resultXstd_age",42,-26.3095250232486,217.311118317484,"inpatient ward m"
"1207","gendermaleXage",42,2.48809523809524,19.6430255516841,"inpatient ward m"
"1208","gendermaleXdrive_thru_ind_factor1",42,0.0476190476190476,0.0464576074332172,"inpatient ward m"
"1209","gendermaleXstd_ct_result",42,0.116499591973063,0.0126392573626471,"inpatient ward m"
"1210","gendermaleXstd_age",42,-0.299964627351853,0.134934673841666,"inpatient ward m"
"1211","ageXdrive_thru_ind_factor1",42,0.476190476190476,4.10917537746806,"inpatient ward m"
"1212","ageXstd_ct_result",42,1.01248736296589,1.44051224794845,"inpatient ward m"
"1213","ageXstd_age",42,-0.935856721091065,1.84138611356962,"inpatient ward m"
"1214","drive_thru_ind_factor1Xstd_ct_result",42,0.0158863079963268,0.00336089343506754,"inpatient ward m"
"1215","drive_thru_ind_factor1Xstd_age",42,-0.0325935301512805,0.018161830083066,"inpatient ward m"
"1216","std_ct_resultXstd_age",42,-0.130032378857545,0.00530834263081126,"inpatient ward m"
"1217","resultpositive",27,0,0,"inpatient ward n"
"1218","ct_result",27,45,0,"inpatient ward n"
"1219","gendermale",27,0.555555555555556,0.256410256410256,"inpatient ward n"
"1220","age",27,4.51851851851852,22.3361823361823,"inpatient ward n"
"1221","drive_thru_ind_factor1",27,0,0,"inpatient ward n"
"1222","std_ct_result",27,0.222408311948575,0,"inpatient ward n"
"1223","std_age",27,-0.586711714262538,0.0823096846789,"inpatient ward n"
"1224","log_ct_result",27,3.80666248977032,0,"inpatient ward n"
"1225","log_age",27,1.03052458930941,0.956570189842061,"inpatient ward n"
"1226","ct_result_sq",27,2025,0,"inpatient ward n"
"1227","age_sq",27,41.9259259259259,5781.37891737892,"inpatient ward n"
"1228","resultpositiveXct_result",27,0,0,"inpatient ward n"
"1229","resultpositiveXgendermale",27,0,0,"inpatient ward n"
"1230","resultpositiveXage",27,0,0,"inpatient ward n"
"1231","resultpositiveXdrive_thru_ind_factor1",27,0,0,"inpatient ward n"
"1232","resultpositiveXstd_ct_result",27,0,0,"inpatient ward n"
"1233","resultpositiveXstd_age",27,0,0,"inpatient ward n"
"1234","ct_resultXgendermale",27,25,519.230769230769,"inpatient ward n"
"1235","ct_resultXage",27,203.333333333333,45230.7692307692,"inpatient ward n"
"1236","ct_resultXdrive_thru_ind_factor1",27,0,0,"inpatient ward n"
"1237","ct_resultXstd_ct_result",27,10.0083740376859,0,"inpatient ward n"
"1238","ct_resultXstd_age",27,-26.4020271418142,166.677111474773,"inpatient ward n"
"1239","gendermaleXage",27,2.11111111111111,11.2564102564103,"inpatient ward n"
"1240","gendermaleXdrive_thru_ind_factor1",27,0,0,"inpatient ward n"
"1241","gendermaleXstd_ct_result",27,0.123560173304764,0.0126834505702088,"inpatient ward n"
"1242","gendermaleXstd_age",27,-0.350182795927516,0.129711772865497,"inpatient ward n"
"1243","ageXdrive_thru_ind_factor1",27,0,0,"inpatient ward n"
"1244","ageXstd_ct_result",27,1.00495607621208,1.10486947189375,"inpatient ward n"
"1245","ageXstd_age",27,-1.34537940567957,1.75454157030737,"inpatient ward n"
"1246","drive_thru_ind_factor1Xstd_ct_result",27,0,0,"inpatient ward n"
"1247","drive_thru_ind_factor1Xstd_age",27,0,0,"inpatient ward n"
"1248","std_ct_resultXstd_age",27,-0.130489561969586,0.00407148618658979,"inpatient ward n"
"1249","resultpositive",80,0.025,0.0246835443037975,"inpatient ward o"
"1250","ct_result",80,44.836375,1.09172973101266,"inpatient ward o"
"1251","gendermale",80,0.55,0.250632911392405,"inpatient ward o"
"1252","age",80,6.52875,43.0053655063291,"inpatient ward o"
"1253","drive_thru_ind_factor1",80,0.0625,0.0593354430379747,"inpatient ward o"
"1254","std_ct_result",80,0.181600949508944,0.0679036108644983,"inpatient ward o"
"1255","std_age",80,-0.464681586520918,0.158476413786825,"inpatient ward o"
"1256","log_ct_result",80,3.80272166796933,0.000636589300630263,"inpatient ward o"
"1257","log_age",80,1.29699621432487,1.31940867352416,"inpatient ward o"
"1258","ct_result_sq",80,2011.37860625,7530.99444254136,"inpatient ward o"
"1259","age_sq",80,85.092375,16883.8128613766,"inpatient ward o"
"1260","resultpositiveXct_result",80,0.961375,36.5360651740506,"inpatient ward o"
"1261","resultpositiveXgendermale",80,0.025,0.0246835443037975,"inpatient ward o"
"1262","resultpositiveXage",80,0.025,0.0246835443037975,"inpatient ward o"
"1263","resultpositiveXdrive_thru_ind_factor1",80,0,0,"inpatient ward o"
"1264","resultpositiveXstd_ct_result",80,-0.0352471546409165,0.0512025700129035,"inpatient ward o"
"1265","resultpositiveXstd_age",80,-0.0200075418883471,0.0158093848750832,"inpatient ward o"
"1266","ct_resultXgendermale",80,24.586375,501.912679098101,"inpatient ward o"
"1267","ct_resultXage",80,293.630125,87169.4052392247,"inpatient ward o"
"1268","ct_resultXdrive_thru_ind_factor1",80,2.8125,120.154272151899,"inpatient ward o"
"1269","ct_resultXstd_ct_result",80,8.4111975051399,103.046752160142,"inpatient ward o"
"1270","ct_resultXstd_age",80,-20.7797220317821,317.608471974752,"inpatient ward o"
"1271","gendermaleXage",80,3.05375,30.9539098101266,"inpatient ward o"
"1272","gendermaleXdrive_thru_ind_factor1",80,0.0375,0.0365506329113924,"inpatient ward o"
"1273","gendermaleXstd_ct_result",80,0.0815172091320852,0.0720295791957888,"inpatient ward o"
"1274","gendermaleXstd_age",80,-0.288176991339483,0.154400891562898,"inpatient ward o"
"1275","ageXdrive_thru_ind_factor1",80,0.1875,0.635284810126582,"inpatient ward o"
"1276","ageXstd_ct_result",80,1.41124090419463,2.29681074362597,"inpatient ward o"
"1277","ageXstd_age",80,-0.4558027876225,7.0246410602583,"inpatient ward o"
"1278","drive_thru_ind_factor1Xstd_ct_result",80,0.0139005194967859,0.00293505481945102,"inpatient ward o"
"1279","drive_thru_ind_factor1Xstd_age",80,-0.0424307903072805,0.0277205906930557,"inpatient ward o"
"1280","std_ct_resultXstd_age",80,-0.0706908467171478,0.0463929626955936,"inpatient ward o"
"1281","resultpositive",61,0,0,"inpatient ward p"
"1282","ct_result",61,45,0,"inpatient ward p"
"1283","gendermale",61,0.622950819672131,0.23879781420765,"inpatient ward p"
"1284","age",61,4.81147540983607,29.0513661202186,"inpatient ward p"
"1285","drive_thru_ind_factor1",61,0.262295081967213,0.19672131147541,"inpatient ward p"
"1286","std_ct_result",61,0.222408311948575,0,"inpatient ward p"
"1287","std_age",61,-0.568927908168764,0.107055393301162,"inpatient ward p"
"1288","log_ct_result",61,3.80666248977032,0,"inpatient ward p"
"1289","log_age",61,-Inf,0,"inpatient ward p"
"1290","ct_result_sq",61,2025,0,"inpatient ward p"
"1291","age_sq",61,51.7254098360656,8528.2610052459,"inpatient ward p"
"1292","resultpositiveXct_result",61,0,0,"inpatient ward p"
"1293","resultpositiveXgendermale",61,0,0,"inpatient ward p"
"1294","resultpositiveXage",61,0,0,"inpatient ward p"
"1295","resultpositiveXdrive_thru_ind_factor1",61,0,0,"inpatient ward p"
"1296","resultpositiveXstd_ct_result",61,0,0,"inpatient ward p"
"1297","resultpositiveXstd_age",61,0,0,"inpatient ward p"
"1298","ct_resultXgendermale",61,28.0327868852459,483.565573770492,"inpatient ward p"
"1299","ct_resultXage",61,216.516393442623,58829.0163934426,"inpatient ward p"
"1300","ct_resultXdrive_thru_ind_factor1",61,11.8032786885246,398.360655737705,"inpatient ward p"
"1301","ct_resultXstd_ct_result",61,10.0083740376859,0,"inpatient ward p"
"1302","ct_resultXstd_age",61,-25.6017558675944,216.787171434853,"inpatient ward p"
"1303","gendermaleXage",61,2.59180327868852,17.3840983606557,"inpatient ward p"
"1304","gendermaleXdrive_thru_ind_factor1",61,0.147540983606557,0.127868852459016,"inpatient ward p"
"1305","gendermaleXstd_ct_result",61,0.13854944023026,0.0118122430638289,"inpatient ward p"
"1306","gendermaleXstd_age",61,-0.379030350519884,0.13723241936812,"inpatient ward p"
"1307","ageXdrive_thru_ind_factor1",61,0.829508196721311,3.10278142076503,"inpatient ward p"
"1308","ageXstd_ct_result",61,1.07011212388372,1.43703910811305,"inpatient ward p"
"1309","ageXstd_age",61,-1.00274418171356,2.71223535637913,"inpatient ward p"
"1310","drive_thru_ind_factor1Xstd_ct_result",61,0.0583366064127409,0.00973090961779958,"inpatient ward p"
"1311","drive_thru_ind_factor1Xstd_age",61,-0.175482796374774,0.0922357925686625,"inpatient ward p"
"1312","std_ct_resultXstd_age",61,-0.126534295676248,0.00529554397791727,"inpatient ward p"
"1313","resultpositive",22,0,0,"inpatient ward q"
"1314","ct_result",22,45,0,"inpatient ward q"
"1315","gendermale",22,0.363636363636364,0.242424242424242,"inpatient ward q"
"1316","age",22,5.60454545454545,37.2299783549784,"inpatient ward q"
"1317","drive_thru_ind_factor1",22,0.0909090909090909,0.0865800865800866,"inpatient ward q"
"1318","std_ct_result",22,0.222408311948575,0,"inpatient ward q"
"1319","std_age",22,-0.520784975498832,0.137193891636376,"inpatient ward q"
"1320","log_ct_result",22,3.80666248977032,0,"inpatient ward q"
"1321","log_age",22,1.13357630257135,1.26854331510012,"inpatient ward q"
"1322","ct_result_sq",22,2025,0,"inpatient ward q"
"1323","age_sq",22,66.9486363636364,12363.1303170996,"inpatient ward q"
"1324","resultpositiveXct_result",22,0,0,"inpatient ward q"
"1325","resultpositiveXgendermale",22,0,0,"inpatient ward q"
"1326","resultpositiveXage",22,0,0,"inpatient ward q"
"1327","resultpositiveXdrive_thru_ind_factor1",22,0,0,"inpatient ward q"
"1328","resultpositiveXstd_ct_result",22,0,0,"inpatient ward q"
"1329","resultpositiveXstd_age",22,0,0,"inpatient ward q"
"1330","ct_resultXgendermale",22,16.3636363636364,490.909090909091,"inpatient ward q"
"1331","ct_resultXage",22,252.204545454545,75390.7061688312,"inpatient ward q"
"1332","ct_resultXdrive_thru_ind_factor1",22,4.09090909090909,175.324675324675,"inpatient ward q"
"1333","ct_resultXstd_ct_result",22,10.0083740376859,0,"inpatient ward q"
"1334","ct_resultXstd_age",22,-23.4353238974475,277.817630563662,"inpatient ward q"
"1335","gendermaleXage",22,2.09090909090909,27.5151515151515,"inpatient ward q"
"1336","gendermaleXdrive_thru_ind_factor1",22,0.0454545454545455,0.0454545454545455,"inpatient ward q"
"1337","gendermaleXstd_ct_result",22,0.0808757497994817,0.011991625993652,"inpatient ward q"
"1338","gendermaleXstd_age",22,-0.186165537388206,0.135397191224754,"inpatient ward q"
"1339","ageXdrive_thru_ind_factor1",22,0.136363636363636,0.218614718614719,"inpatient ward q"
"1340","ageXstd_ct_result",22,1.24649749378451,1.84159790176172,"inpatient ward q"
"1341","ageXstd_age",22,-0.761463812189442,4.14698111208083,"inpatient ward q"
"1342","drive_thru_ind_factor1Xstd_ct_result",22,0.0202189374498704,0.00428272356916143,"inpatient ward q"
"1343","drive_thru_ind_factor1Xstd_age",22,-0.0699954016254124,0.051414328276383,"inpatient ward q"
"1344","std_ct_resultXstd_age",22,-0.115826907288875,0.00678635857810781,"inpatient ward q"
"1345","resultpositive",35,0.0571428571428571,0.0554621848739496,"inpatient ward r"
"1346","ct_result",35,44.6171428571429,2.59532100840336,"inpatient ward r"
"1347","gendermale",35,0.342857142857143,0.231932773109244,"inpatient ward r"
"1348","age",35,12.2571428571429,61.490756302521,"inpatient ward r"
"1349","drive_thru_ind_factor1",35,0.0857142857142857,0.080672268907563,"inpatient ward r"
"1350","std_ct_result",35,0.126925407800841,0.161424263548829,"inpatient ward r"
"1351","std_age",35,-0.11694227463025,0.226595784622013,"inpatient ward r"
"1352","log_ct_result",35,3.79741534624731,0.00152447067550782,"inpatient ward r"
"1353","log_age",35,2.10872982613165,1.23880564158295,"inpatient ward r"
"1354","ct_result_sq",35,1993.21060571429,17784.506151467,"inpatient ward r"
"1355","age_sq",35,209.971428571429,39931.5579831933,"inpatient ward r"
"1356","resultpositiveXct_result",35,2.18857142857143,81.4625478991597,"inpatient ward r"
"1357","resultpositiveXgendermale",35,0,0,"inpatient ward r"
"1358","resultpositiveXage",35,0.714285714285714,10.4453781512605,"inpatient ward r"
"1359","resultpositiveXdrive_thru_ind_factor1",35,0,0,"inpatient ward r"
"1360","resultpositiveXstd_ct_result",35,-0.0827738577506725,0.122944530556504,"inpatient ward r"
"1361","resultpositiveXstd_age",35,-0.00583998568479153,0.00713649109595433,"inpatient ward r"
"1362","ct_resultXgendermale",35,15.4285714285714,469.663865546218,"inpatient ward r"
"1363","ct_resultXage",35,546.364571428571,123470.413437311,"inpatient ward r"
"1364","ct_resultXdrive_thru_ind_factor1",35,3.85714285714286,163.361344537815,"inpatient ward r"
"1365","ct_resultXstd_ct_result",35,6.29181761627893,241.549954344276,"inpatient ward r"
"1366","ct_resultXstd_age",35,-5.24883972729172,455.425601087629,"inpatient ward r"
"1367","gendermaleXage",35,4,50.8235294117647,"inpatient ward r"
"1368","gendermaleXdrive_thru_ind_factor1",35,0,0,"inpatient ward r"
"1369","gendermaleXstd_ct_result",35,0.0762542783823685,0.011472660667036,"inpatient ward r"
"1370","gendermaleXstd_age",35,-0.0523840613398059,0.0763692458052207,"inpatient ward r"
"1371","ageXdrive_thru_ind_factor1",35,0.0857142857142857,0.080672268907563,"inpatient ward r"
"1372","ageXstd_ct_result",35,1.42752295576049,40.1267805790634,"inpatient ward r"
"1373","ageXstd_age",35,2.19273791806164,36.7904722304934,"inpatient ward r"
"1374","drive_thru_ind_factor1Xstd_ct_result",35,0.0190635695955921,0.00399049066679512,"inpatient ward r"
"1375","drive_thru_ind_factor1Xstd_age",35,-0.068597286474333,0.0516691984023404,"inpatient ward r"
"1376","std_ct_resultXstd_age",35,-0.0226264727702621,0.0229856039525867,"inpatient ward r"
"1377","resultpositive",21,0.0476190476190476,0.0476190476190476,"inpatient ward s"
"1378","ct_result",21,43.9942857142857,21.2406857142857,"inpatient ward s"
"1379","gendermale",21,0.476190476190476,0.261904761904762,"inpatient ward s"
"1380","age",21,11.047619047619,81.0476190476191,"inpatient ward s"
"1381","drive_thru_ind_factor1",21,0.0952380952380952,0.0904761904761905,"inpatient ward s"
"1382","std_ct_result",21,-0.0284124511857711,1.32113215960521,"inpatient ward s"
"1383","std_age",21,-0.190365831241723,0.298663570496503,"inpatient ward s"
"1384","log_ct_result",21,3.77649005161575,0.0191178965080153,"inpatient ward s"
"1385","log_age",21,2.02341096358392,0.938921564851334,"inpatient ward s"
"1386","ct_result_sq",21,1955.7264,100775.46479616,"inpatient ward s"
"1387","age_sq",21,199.238095238095,89755.7904761905,"inpatient ward s"
"1388","resultpositiveXct_result",21,1.13714285714286,27.1549714285714,"inpatient ward s"
"1389","resultpositiveXgendermale",21,0,0,"inpatient ward s"
"1390","resultpositiveXage",21,0.857142857142857,15.4285714285714,"inpatient ward s"
"1391","resultpositiveXdrive_thru_ind_factor1",21,0.0476190476190476,0.0476190476190476,"inpatient ward s"
"1392","resultpositiveXstd_ct_result",21,-0.240229891136795,1.21191841250752,"inpatient ward s"
"1393","resultpositiveXstd_age",21,0.0110321468911424,0.0025558735655826,"inpatient ward s"
"1394","ct_resultXgendermale",21,21.4285714285714,530.357142857143,"inpatient ward s"
"1395","ct_resultXage",21,479.04,159109.8336,"inpatient ward s"
"1396","ct_resultXdrive_thru_ind_factor1",21,3.28,118.4664,"inpatient ward s"
"1397","ct_resultXstd_ct_result",21,3.7950949974494,810.701565068675,"inpatient ward s"
"1398","ct_resultXstd_age",21,-8.79946134821848,596.641123179695,"inpatient ward s"
"1399","gendermaleXage",21,3.66666666666667,34.2333333333333,"inpatient ward s"
"1400","gendermaleXdrive_thru_ind_factor1",21,0.0476190476190476,0.0476190476190476,"inpatient ward s"
"1401","gendermaleXstd_ct_result",21,0.105908719975512,0.0129552387967133,"inpatient ward s"
"1402","gendermaleXstd_age",21,-0.187419725221717,0.109499346315174,"inpatient ward s"
"1403","ageXdrive_thru_ind_factor1",21,1.85714285714286,34.6285714285714,"inpatient ward s"
"1404","ageXstd_ct_result",21,-2.05769143298635,417.3956784442,"inpatient ward s"
"1405","ageXstd_age",21,2.58258360838645,125.881007117757,"inpatient ward s"
"1406","drive_thru_ind_factor1Xstd_ct_result",21,-0.229639019139243,1.21961682292729,"inpatient ward s"
"1407","drive_thru_ind_factor1Xstd_age",21,0.0307363673978132,0.0102527582913576,"inpatient ward s"
"1408","std_ct_resultXstd_age",21,-0.100447864726336,0.0742288351174385,"inpatient ward s"
"1409","resultpositive",52,0.0192307692307692,0.0192307692307692,"inpatient ward t"
"1410","ct_result",52,44.7651923076923,2.86700192307692,"inpatient ward t"
"1411","gendermale",52,0.538461538461538,0.253393665158371,"inpatient ward t"
"1412","age",52,3.52115384615385,19.1075829562594,"inpatient ward t"
"1413","drive_thru_ind_factor1",52,0.0384615384615385,0.0377073906485671,"inpatient ward t"
"1414","std_ct_result",52,0.163848296036499,0.178322324108371,"inpatient ward t"
"1415","std_age",52,-0.647256253284455,0.0704121726996274,"inpatient ward t"
"1416","log_ct_result",52,3.80057520325275,0.00192686297164495,"inpatient ward t"
"1417","log_age",52,-Inf,0,"inpatient ward t"
"1418","ct_result_sq",52,2006.73430961538,17349.0431517848,"inpatient ward t"
"1419","age_sq",52,31.1386538461538,3750.12713736802,"inpatient ward t"
"1420","resultpositiveXct_result",52,0.630576923076923,20.6766173076923,"inpatient ward t"
"1421","resultpositiveXgendermale",52,0.0192307692307692,0.0192307692307692,"inpatient ward t"
"1422","resultpositiveXage",52,0.288461538461538,4.32692307692308,"inpatient ward t"
"1423","resultpositiveXdrive_thru_ind_factor1",52,0.0192307692307692,0.0192307692307692,"inpatient ward t"
"1424","resultpositiveXstd_ct_result",52,-0.0542829329899873,0.153225114327764,"inpatient ward t"
"1425","resultpositiveXstd_age",52,0.000953106515151821,4.72374255196921e-05,"inpatient ward t"
"1426","ct_resultXgendermale",52,23.9959615384615,506.044377488688,"inpatient ward t"
"1427","ct_resultXage",52,154.929807692308,35627.9003195701,"inpatient ward t"
"1428","ct_resultXdrive_thru_ind_factor1",52,1.49596153846154,58.5061421945701,"inpatient ward t"
"1429","ct_resultXstd_ct_result",52,8.03596793345022,202.300063681354,"inpatient ward t"
"1430","ct_resultXstd_age",52,-29.1381688283505,141.847556588666,"inpatient ward t"
"1431","gendermaleXage",52,2.41346153846154,18.838834841629,"inpatient ward t"
"1432","gendermaleXdrive_thru_ind_factor1",52,0.0384615384615385,0.0377073906485671,"inpatient ward t"
"1433","gendermaleXstd_ct_result",52,0.061198305906388,0.17859845475499,"inpatient ward t"
"1434","gendermaleXstd_age",52,-0.317110705237513,0.138546519410692,"inpatient ward t"
"1435","ageXdrive_thru_ind_factor1",52,0.303846153846154,4.33018099547511,"inpatient ward t"
"1436","ageXstd_ct_result",52,-0.0952663556468217,36.4946497542726,"inpatient ward t"
"1437","ageXstd_age",52,-1.14147837135152,1.68695011341235,"inpatient ward t"
"1438","drive_thru_ind_factor1Xstd_ct_result",52,-0.0500058500678994,0.154649823139899,"inpatient ward t"
"1439","drive_thru_ind_factor1Xstd_age",52,-0.0146707892270717,0.0127711220137605,"inpatient ward t"
"1440","std_ct_resultXstd_age",52,-0.146857495191201,0.00300375929022239,"inpatient ward t"
"1441","resultpositive",14,0,0,"inpatient ward u"
"1442","ct_result",14,45,0,"inpatient ward u"
"1443","gendermale",14,0.428571428571429,0.263736263736264,"inpatient ward u"
"1444","age",14,8.78571428571429,65.4120879120879,"inpatient ward u"
"1445","drive_thru_ind_factor1",14,0,0,"inpatient ward u"
"1446","std_ct_result",14,0.222408311948575,0,"inpatient ward u"
"1447","std_age",14,-0.327673663487589,0.241046041315254,"inpatient ward u"
"1448","log_ct_result",14,3.80666248977032,0,"inpatient ward u"
"1449","log_age",14,-Inf,0,"inpatient ward u"
"1450","ct_result_sq",14,2025,0,"inpatient ward u"
"1451","age_sq",14,137.928571428571,25879.3021978022,"inpatient ward u"
"1452","resultpositiveXct_result",14,0,0,"inpatient ward u"
"1453","resultpositiveXgendermale",14,0,0,"inpatient ward u"
"1454","resultpositiveXage",14,0,0,"inpatient ward u"
"1455","resultpositiveXdrive_thru_ind_factor1",14,0,0,"inpatient ward u"
"1456","resultpositiveXstd_ct_result",14,0,0,"inpatient ward u"
"1457","resultpositiveXstd_age",14,0,0,"inpatient ward u"
"1458","ct_resultXgendermale",14,19.2857142857143,534.065934065934,"inpatient ward u"
"1459","ct_resultXage",14,395.357142857143,132459.478021978,"inpatient ward u"
"1460","ct_resultXdrive_thru_ind_factor1",14,0,0,"inpatient ward u"
"1461","ct_resultXstd_ct_result",14,10.0083740376859,0,"inpatient ward u"
"1462","ct_resultXstd_age",14,-14.7453148569415,488.118233663388,"inpatient ward u"
"1463","gendermaleXage",14,0.642857142857143,1.78571428571429,"inpatient ward u"
"1464","gendermaleXdrive_thru_ind_factor1",14,0,0,"inpatient ward u"
"1465","gendermaleXstd_ct_result",14,0.0953178479779606,0.0130458348722148,"inpatient ward u"
"1466","gendermaleXstd_age",14,-0.329978321948373,0.160742386688347,"inpatient ward u"
"1467","ageXdrive_thru_ind_factor1",14,0,0,"inpatient ward u"
"1468","ageXstd_ct_result",14,1.95401588354819,3.23563883653578,"inpatient ward u"
"1469","ageXstd_age",14,0.808332684818509,10.4586185112176,"inpatient ward u"
"1470","drive_thru_ind_factor1Xstd_ct_result",14,0,0,"inpatient ward u"
"1471","drive_thru_ind_factor1Xstd_age",14,0,0,"inpatient ward u"
"1472","std_ct_resultXstd_age",14,-0.07287734636628,0.0119234526456495,"inpatient ward u"
"1473","resultpositive",12,0.0833333333333333,0.0833333333333333,"inpatient ward v"
"1474","ct_result",12,44.5425,2.511675,"inpatient ward v"
