"","resultpositive","ct_result","gendermale","age","drive_thru_ind_factor1","std_ct_result","std_age","log_ct_result","log_age","ct_result_sq","age_sq","resultpositiveXct_result","resultpositiveXgendermale","resultpositiveXage","resultpositiveXdrive_thru_ind_factor1","resultpositiveXstd_ct_result","resultpositiveXstd_age","ct_resultXgendermale","ct_resultXage","ct_resultXdrive_thru_ind_factor1","ct_resultXstd_ct_result","ct_resultXstd_age","gendermaleXage","gendermaleXdrive_thru_ind_factor1","gendermaleXstd_ct_result","gendermaleXstd_age","ageXdrive_thru_ind_factor1","ageXstd_ct_result","ageXstd_age","drive_thru_ind_factor1Xstd_ct_result","drive_thru_ind_factor1Xstd_age","std_ct_resultXstd_age","clinic_name"
"resultpositive.49",0.10594811401263,-1.38486409796894,0.00898190817545656,-1.83106972179553,0,-0.345379075174642,-0.111154199958031,-0.0394539050347417,0,-101.263237145844,-119.266536311657,3.38280103259942,0.0611239119303635,4.21795741594129,0,-0.321815333982958,0.164827078454476,-0.375877496159754,-134.626988052569,0,-10.0205572626281,-6.98008949537425,-0.603963987028503,0,-0.192546754910424,-0.0443968196411221,0,-13.4328930103005,-5.6634549130161,0,0,-0.518063737471044,"line clinical lab-"
"ct_result.49",-1.38486409796894,24.0922895758662,-0.0959348864994026,27.2343206391876,0,6.00851210220267,1.65324623416357,0.729470087462114,0,1674.6375456368,1878.95263337814,-38.226594832736,-0.777491039426523,-51.83344369773,0,5.70050681589521,-1.95414751462453,9.92171075268817,2130.2516933632,0,152.622591963008,108.572286054754,11.0245863201912,0,3.52975316915677,0.751842700239879,0,231.687191218026,90.6119902234901,0,0,8.89109252837494,"line clinical lab-"
"gendermale.49",0.00898190817545656,-0.0959348864994026,0.251152073732719,0.960362263184844,0,-0.0239257429120609,0.0582983257074008,-0.00329249488667012,0,-6.34676970472777,109.589134451272,0.308250981396143,0.0345622119815668,0.430856374807988,0,-0.0219280918766806,0.0184214488557341,10.8607603686636,39.0569247311828,0,-0.527535010325732,2.45353221644854,14.2972350230415,0,-0.0541458579515332,0.651663232001458,0,-0.823737988538919,5.82567743591049,0,0,-0.0294044025678249,"line clinical lab-"
"age.49",-1.83106972179553,27.2343206391876,0.960362263184844,741.314306195596,0,6.79212096635873,45.0011256490078,0.764291180672058,0,1987.50151090992,84181.9513102919,-55.1638168416112,-0.983113585936167,70.3064016897081,0,6.38487584047404,5.84447840400276,58.0155103899983,32578.5748507766,0,196.085917368099,1954.21767709082,429.111889827616,0,3.90445071320025,25.2221514311313,0,-29.7960279339725,4471.94834503715,0,0,-7.65681163484282,"line clinical lab-"
"drive_thru_ind_factor1.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"std_ct_result.49",-0.345379075174642,6.00851210220267,-0.0239257429120609,6.79212096635873,0,1.49849675219247,0.412312411180856,0.181926663088988,0,417.647311106583,468.602604230163,-9.53354628065624,-0.193902879385445,-12.9270351319631,0,1.42168157510052,-0.487355880151487,2.47443145427733,531.275495423741,0,38.0634097889097,27.0774553273378,2.74948381796814,0,0.880305068884436,0.187506295286658,0,57.7817765295893,22.5982357611994,0,0,2.21739975730903,"line clinical lab-"
"std_age.49",-0.111154199958031,1.65324623416357,0.0582983257074008,45.0011256490078,0,0.412312411180856,2.73177152086887,0.0463959256774102,0,120.650315895093,5110.22455203173,-3.34869276394783,-0.0596794337276516,4.2679160376724,0,0.387590793202196,0.354786228747143,3.52180343861161,1977.66659576455,0,11.903300572692,118.629836895489,26.0490292851851,0,0.237017788091524,1.53109847766942,0,-1.80875343385624,271.467456771017,0,0,-0.464803039103137,"line clinical lab-"
"log_ct_result.49",-0.0394539050347417,0.729470087462114,-0.00329249488667012,0.764291180672058,0,0.181926663088988,0.0463959256774102,0.0224475293946784,0,50.0589371264889,52.0678604684953,-1.04595563910126,-0.0227095999823022,-1.48829957536909,0,0.173151786670432,-0.0563764478690943,0.301502555381287,62.550348725431,0,4.46002129254923,3.169010340428,0.266554264413728,0,0.111412170977876,0.0190159059054425,0,7.1922791425271,2.50269479473592,0,0,0.279963836113018,"line clinical lab-"
"log_age.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"ct_result_sq.49",-101.263237145844,1674.6375456368,-6.34676970472777,1987.50151090992,0,417.647311106583,120.650315895093,50.0589371264889,0,117601.17208129,137572.862843451,-2882.20812592618,-56.1831272529442,-3794.04613869965,0,395.125525470528,-143.127457821269,676.828537272657,151455.357614636,0,10907.5444928743,7752.15078069138,857.320076828384,0,238.615068015039,57.507807735906,0,15909.0035107574,6640.04285333933,0,0,606.151426713387,"line clinical lab-"
"age_sq.49",-119.266536311657,1878.95263337814,109.589134451272,84181.9513102919,0,468.602604230163,5110.22455203173,52.0678604684953,0,137572.862843451,10167543.8744628,-3488.04150064644,-66.9317534988906,9213.60462250384,0,442.076735217134,661.996628979769,6070.40126438599,3686820.40517982,0,13640.8503786883,222188.855877022,48355.7282162058,0,308.407794110066,2841.05412055231,0,-6557.82337747629,544734.641543823,0,0,-801.559232896878,"line clinical lab-"
"resultpositiveXct_result.49",3.38280103259942,-38.226594832736,0.308250981396143,-55.1638168416112,0,-9.53354628065624,-3.34869276394783,-1.04595563910126,0,-2882.20812592618,-3488.04150064644,113.999451634238,1.97308499743984,137.974640019628,0,-8.7811832133379,5.46307101582689,-6.99277657450077,-3927.96276900239,0,-298.302484855255,-205.531741237087,-16.1537930960915,0,-5.13485080181233,-1.24601418361062,0,-372.792994245497,-164.243480862234,0,0,-14.421775657822,"line clinical lab-"
"resultpositiveXgendermale.49",0.0611239119303635,-0.777491039426523,0.0345622119815668,-0.983113585936167,0,-0.193902879385445,-0.0596794337276516,-0.0227095999823022,0,-56.1831272529442,-66.9317534988906,1.97308499743984,0.0646441372247824,2.50670976275815,0,-0.18030841331332,0.0995405345872564,0.730311059907834,-74.1037395459976,0,-5.45911816575525,-3.82900699343095,0.852235876429425,0,-0.198061610812895,0.0219762873219894,0,-7.66651144964891,-3.21659277111895,0,0,-0.298440282086454,"line clinical lab-"
"resultpositiveXage.49",4.21795741594129,-51.83344369773,0.430856374807988,70.3064016897081,0,-12.9270351319631,4.2679160376724,-1.48829957536909,0,-3794.04613869965,9213.60462250384,137.974640019628,2.50670976275815,311.127478238607,0,-11.9889263432127,15.2551553178565,-10.3493801629971,-598.74742520908,0,-376.030192312315,8.28224367678757,57.5317780337942,0,-7.32068096429682,3.12146869431544,0,-922.723240659143,498.773155744376,0,0,-44.8832098104251,"line clinical lab-"
"resultpositiveXdrive_thru_ind_factor1.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"resultpositiveXstd_ct_result.49",-0.321815333982958,5.70050681589521,-0.0219280918766806,6.38487584047404,0,1.42168157510052,0.387590793202196,0.173151786670432,0,395.125525470528,442.076735217134,-8.7811832133379,-0.18030841331332,-11.9889263432127,0,1.3501071699102,-0.450696967869012,2.39083317485699,501.333334268248,0,35.8347545633445,25.5250254054216,2.6151572071354,0,0.837481070153633,0.177632073574391,0,54.7941894705825,21.3386363141986,0,0,2.10217807597633,"line clinical lab-"
"resultpositiveXstd_age.49",0.164827078454476,-1.95414751462453,0.0184214488557341,5.84447840400276,0,-0.487355880151487,0.354786228747143,-0.0563764478690943,0,-143.127457821269,661.996628979769,5.46307101582689,0.0995405345872564,15.2551553178565,0,-0.450696967869012,0.784139674561593,-0.304621255348241,79.5679979281038,0,-14.1989687269404,6.51266985622044,4.01245543226662,0,-0.27861444166273,0.227713180704422,0,-44.4476630454901,35.1540524101171,0,0,-2.27855741182686,"line clinical lab-"
"ct_resultXgendermale.49",-0.375877496159754,9.92171075268817,10.8607603686636,58.0155103899983,0,2.47443145427733,3.52180343861161,0.301502555381287,0,676.828537272657,6070.40126438599,-6.99277657450077,0.730311059907834,-10.3493801629971,0,2.39083317485699,-0.304621255348241,483.730426843318,2995.65320161888,0,59.6553452148287,173.307021255411,634.752054744837,0,1.16760000797821,29.1811339098087,0,108.909290691787,318.549052873182,0,0,4.48078490311066,"line clinical lab-"
"ct_resultXage.49",-134.626988052569,2130.2516933632,39.0569247311828,32578.5748507766,0,531.275495423741,1977.66659576455,62.550348725431,0,151455.357614636,3686820.40517982,-3927.96276900239,-74.1037395459976,-598.74742520908,0,501.333334268248,79.5679979281038,2995.65320161888,1495870.27274844,0,14338.6950146205,88971.9199758459,18808.5191547192,0,317.46123523674,1108.13378497278,0,14686.3163874474,195756.291091314,0,0,434.094227367387,"line clinical lab-"
"ct_resultXdrive_thru_ind_factor1.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"ct_resultXstd_ct_result.49",-10.0205572626281,152.622591963008,-0.527535010325732,196.085917368099,0,38.0634097889097,11.903300572692,4.46002129254923,0,10907.5444928743,13640.8503786883,-298.302484855255,-5.45911816575525,-376.030192312315,0,35.8347545633445,-14.1989687269404,59.6553452148287,14338.6950146205,0,1041.38518847628,739.014534479199,92.5370814957816,0,20.6808771771308,6.07162959005963,0,1418.98540771713,659.230021845768,0,0,53.3659899327548,"line clinical lab-"
"ct_resultXstd_age.49",-6.98008949537425,108.572286054754,2.45353221644854,1954.21767709082,0,27.0774553273378,118.629836895489,3.169010340428,0,7752.15078069138,222188.855877022,-205.531741237087,-3.82900699343095,8.28224367678757,0,25.5250254054216,6.51266985622044,173.307021255411,88971.9199758459,0,739.014534479199,5307.51586777097,1132.26980188844,0,16.2321910835568,66.6213830945201,0,692.041611992539,11805.2732847797,0,0,18.6961939603562,"line clinical lab-"
"gendermaleXage.49",-0.603963987028503,11.0245863201912,14.2972350230415,429.111889827616,0,2.74948381796814,26.0490292851851,0.266554264413728,0,857.320076828384,48355.7282162058,-16.1537930960915,0.852235876429425,57.5317780337942,0,2.6151572071354,4.01245543226662,634.752054744837,18808.5191547192,0,92.5370814957816,1132.26980188844,1188.33478409285,0,1.02915525081286,59.8272792260532,0,-29.6378272742814,2565.9430500582,0,0,-4.16647252838025,"line clinical lab-"
"gendermaleXdrive_thru_ind_factor1.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"gendermaleXstd_ct_result.49",-0.192546754910424,3.52975316915677,-0.0541458579515332,3.90445071320025,0,0.880305068884436,0.237017788091524,0.111412170977876,0,238.615068015039,308.407794110066,-5.13485080181233,-0.198061610812895,-7.32068096429682,0,0.837481070153633,-0.27861444166273,1.16760000797821,317.46123523674,0,20.6808771771308,16.2321910835568,1.02915525081286,0,0.886820221365111,0.10909428958275,0,36.2229466600189,15.3599894229713,0,0,1.44094830590968,"line clinical lab-"
"gendermaleXstd_age.49",-0.0443968196411221,0.751842700239879,0.651663232001458,25.2221514311313,0,0.187506295286658,1.53109847766942,0.0190159059054425,0,57.507807735906,2841.05412055231,-1.24601418361062,0.0219762873219894,3.12146869431544,0,0.177632073574391,0.227713180704422,29.1811339098087,1108.13378497278,0,6.07162959005963,66.6213830945201,59.8272792260532,0,0.10909428958275,3.07069991055799,0,-1.08990643172395,150.748384825336,0,0,-0.227606322733406,"line clinical lab-"
"ageXdrive_thru_ind_factor1.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"ageXstd_ct_result.49",-13.4328930103005,231.687191218026,-0.823737988538919,-29.7960279339725,0,57.7817765295893,-1.80875343385624,7.1922791425271,0,15909.0035107574,-6557.82337747629,-372.792994245497,-7.66651144964891,-922.723240659143,0,54.7941894705825,-44.4476630454901,108.909290691787,14686.3163874474,0,1418.98540771713,692.041611992539,-29.6378272742814,0,36.2229466600189,-1.08990643172395,0,3990.47144866859,-372.434925096082,0,0,192.489167834768,"line clinical lab-"
"ageXstd_age.49",-5.6634549130161,90.6119902234901,5.82567743591049,4471.94834503715,0,22.5982357611994,271.467456771017,2.50269479473592,0,6640.04285333933,544734.641543823,-164.243480862234,-3.21659277111895,498.773155744376,0,21.3386363141986,35.1540524101171,318.549052873182,195756.291091314,0,659.230021845768,11805.2732847797,2565.9430500582,0,15.3599894229713,150.748384825336,0,-372.434925096082,29217.4771765702,0,0,-42.065702504502,"line clinical lab-"
"drive_thru_ind_factor1Xstd_ct_result.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"drive_thru_ind_factor1Xstd_age.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"line clinical lab-"
"std_ct_resultXstd_age.49",-0.518063737471044,8.89109252837494,-0.0294044025678249,-7.65681163484282,0,2.21739975730903,-0.464803039103137,0.279963836113018,0,606.151426713387,-801.559232896878,-14.421775657822,-0.298440282086454,-44.8832098104251,0,2.10217807597633,-2.27855741182686,4.48078490311066,434.094227367387,0,53.3659899327548,18.6961939603562,-4.16647252838025,0,1.44094830590968,-0.227606322733406,0,192.489167834768,-42.065702504502,0,0,9.77576671696842,"line clinical lab-"
"resultpositive.50",0.0728744939271255,-0.856518218623482,0.0425101214574899,-1.44534412955466,0,-0.213611913726603,-0.0877389148388882,-0.0224028215485699,-0.0442231996186754,-66.2304145748988,-113.242914979757,2.42283400809717,0.0728744939271255,2.76923076923077,0,-0.197404020548164,0.105359421198313,1.05643724696356,-91.0632388663968,0,-7.09553762571317,-4.79048228902058,1.05263157894737,0,-0.204157309372514,0.0272980120502611,0,-6.81141783045247,-5.62990602254577,0,0,-0.229562637806308,"medical center"
"ct_result.50",-0.856518218623482,10.9219985155196,-0.499635627530364,24.0562955465587,0,2.72389886623632,1.46032576127665,0.288261491570601,0.695238261739195,837.231743496626,2007.00163967611,-27.6213213225371,-0.856518218623482,-25.479008097166,0,2.53340209507907,-0.809223348280588,-11.5616047233468,1354.68681923077,0,88.6556450917474,72.8316984182506,-5.30324561403509,0,2.61277574972792,0.108258413906182,0,73.2242226968802,101.121442365976,0,0,2.09974716061175,"medical center"
"gendermale.50",0.0425101214574899,-0.499635627530364,0.255060728744939,-1.35627530364372,0,-0.124606949673852,-0.0823320349328503,-0.0130683125699991,-0.0443373602713532,-38.6344085020243,-82.4048582995951,1.41331983805668,0.0425101214574899,1.61538461538462,0,-0.115152345319762,0.0614596623656826,10.9780971659919,-76.2123279352227,0,-4.13906361499935,-4.19624305938612,13.6315789473684,0,-0.0678793235493165,0.607889526402046,0,-4.08745764889545,-3.83458554923476,0,0,-0.140839780329834,"medical center"
"age.50",-1.44534412955466,24.0562955465587,-1.35627530364372,501.376518218623,0,5.99953534804155,30.4358185256244,0.650256630865571,11.3426724016086,1800.47822854251,50808.6072874494,-40.9841902834008,-1.44534412955466,6.7085020242915,0,5.67807880000252,1.65168660727658,-36.9760931174089,22761.0946761134,0,184.402658829855,1360.98860081454,225.368421052632,0,5.69788844722061,14.8486421988109,0,161.177786050823,2652.62359276529,0,0,4.61858230390163,"medical center"
"drive_thru_ind_factor1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"std_ct_result.50",-0.213611913726603,2.72389886623632,-0.124606949673852,5.99953534804155,0,0.679328515101023,0.364198885380267,0.071891160665608,0.173389394827748,208.80195081944,500.537468768199,-6.88863725146082,-0.213611913726603,-6.35435366248032,0,0.631819449956985,-0.201816779024584,-2.88341386908701,337.852993274504,0,22.1103318049089,18.1639084152632,-1.32260636136478,0,0.651614893767001,0.0269991769803461,0,18.2618022609738,25.2192473585737,0,0,0.523667797797828,"medical center"
"std_age.50",-0.0877389148388882,1.46032576127665,-0.0823320349328503,30.4358185256244,0,0.364198885380267,1.84759161162154,0.0394735136029618,0.688551430445003,109.297158187537,3084.31187889463,-2.48792540647332,-0.0877389148388882,0.407236363832039,0,0.34468502143875,0.100264834936594,-2.24461581070161,1381.70122020886,0,11.1940740259017,82.6181533531102,13.6808807658867,0,0.34588755647156,0.901379627671101,0,9.78421938074432,161.026229495236,0,0,0.280368800171681,"medical center"
"log_ct_result.50",-0.0224028215485699,0.288261491570601,-0.0130683125699991,0.650256630865571,0,0.071891160665608,0.0394735136029618,0.00761527719325963,0.0186991115474729,22.0763422148079,54.5222101983926,-0.719865478115043,-0.0224028215485699,-0.645373215360053,0,0.0669085869421054,-0.0198881001859881,-0.299812574079358,36.2821441949947,0,2.33475313126655,1.95429504889366,-0.117662307771519,0,0.0689846593268982,0.00410926466326222,0,1.89552850007409,2.74986935884071,0,0,0.0531684044508749,"medical center"
"log_age.50",-0.0442231996186754,0.695238261739195,-0.0443373602713532,11.3426724016086,0,0.173389394827748,0.688551430445003,0.0186991115474729,0.267307989471469,52.2951006098879,1109.98026449013,-1.2948057211012,-0.0442231996186754,-0.0806941146969272,0,0.163553787651594,0.0331779515296054,-1.2999429504717,517.504596166903,0,5.39427435636107,30.8162612328676,4.54354529633127,0,0.163528397373541,0.31398845667616,0,4.28950769145488,57.61470279961,0,0,0.111103142949563,"medical center"
"ct_result_sq.50",-66.2304145748988,837.231743496626,-38.6344085020243,1800.47822854251,0,208.80195081944,109.297158187537,22.0763422148079,52.2951006098879,64236.3057003189,149451.837609109,-2143.13691237382,-66.2304145748988,-2029.84741437247,0,194.071756114183,-66.196106469037,-901.316639094467,102344.696349358,0,6810.37441485998,5491.9234719832,-469.753204385965,0,200.209337241373,4.74832431282626,0,5718.34857513008,7522.17846280292,0,0,167.349806303912,"medical center"
"age_sq.50",-113.242914979757,2007.00163967611,-82.4048582995951,50808.6072874494,0,500.537468768199,3084.31187889463,54.5222101983926,1109.98026449013,149451.837609109,5315473.02024291,-3088.92953441296,-113.242914979757,1458.4008097166,0,475.351303207415,186.034365146291,-1701.21698380567,2298103.55702429,0,15194.8252133584,137777.221721563,25212.0526315789,0,482.209943337425,1601.43652808886,0,14222.2330917937,278926.687907727,0,0,432.387907086573,"medical center"
"resultpositiveXct_result.50",2.42283400809717,-27.6213213225371,1.41331983805668,-40.9841902834008,0,-6.88863725146082,-2.48792540647332,-0.719865478115043,-1.2948057211012,-2143.13691237382,-3088.92953441296,81.4062090418354,2.42283400809717,99.1363765182186,0,-6.34977882958833,3.9319506056435,35.9780713900135,-2743.15892975708,0,-230.643548065345,-142.740004587675,42.0651754385965,0,-6.5743031720352,1.33666895616793,0,-233.289579673481,-152.224328648584,0,0,-8.23057154067209,"medical center"
"resultpositiveXgendermale.50",0.0728744939271255,-0.856518218623482,0.0425101214574899,-1.44534412955466,0,-0.213611913726603,-0.0877389148388882,-0.0224028215485699,-0.0442231996186754,-66.2304145748988,-113.242914979757,2.42283400809717,0.0728744939271255,2.76923076923077,0,-0.197404020548164,0.105359421198313,1.05643724696356,-91.0632388663968,0,-7.09553762571317,-4.79048228902058,1.05263157894737,0,-0.204157309372514,0.0272980120502611,0,-6.81141783045247,-5.62990602254577,0,0,-0.229562637806308,"medical center"
"resultpositiveXage.50",2.76923076923077,-25.479008097166,1.61538461538462,6.7085020242915,0,-6.35435366248032,0.407236363832039,-0.645373215360053,-0.0806941146969272,-2029.84741437247,1458.4008097166,99.1363765182186,2.76923076923077,166.862348178138,0,-5.73845372169965,7.74497313324569,47.2132995951417,-1003.94860323887,0,-225.955933857223,-39.006629646272,101.631578947368,0,-5.99507869702493,4.77863958561971,0,-324.176586572153,82.7554525054647,0,0,-14.2078447200921,"medical center"
"resultpositiveXdrive_thru_ind_factor1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"resultpositiveXstd_ct_result.50",-0.197404020548164,2.53340209507907,-0.115152345319762,5.67807880000252,0,0.631819449956985,0.34468502143875,0.0669085869421054,0.163553787651594,194.071756114183,475.351303207415,-6.34977882958833,-0.197404020548164,-5.73845372169965,0,0.587915154975006,-0.178383968007989,-2.64845344431024,317.599772037659,0,20.5322252592064,17.0984653359426,-1.08849234878734,0,0.606208611217497,0.0330704817599965,0,16.7468863193264,23.9671094636702,0,0,0.472611159036865,"medical center"
"resultpositiveXstd_age.50",0.105359421198313,-0.809223348280588,0.0614596623656826,1.65168660727658,0,-0.201816779024584,0.100264834936594,-0.0198881001859881,0.0331779515296054,-66.196106469037,186.034365146291,3.9319506056435,0.105359421198313,7.74497313324569,0,-0.178383968007989,0.379439726217233,1.95646145817513,17.4617990676843,0,-7.60724362283154,1.75675636146561,5.26317343390765,0,-0.188147639264903,0.266581242507035,0,-13.8143096418558,9.87101357277012,0,0,-0.664825474977058,"medical center"
"ct_resultXgendermale.50",1.05643724696356,-11.5616047233468,10.9780971659919,-36.9760931174089,0,-2.88341386908701,-2.24461581070161,-0.299812574079358,-1.2999429504717,-901.316639094467,-1701.21698380567,35.9780713900135,1.05643724696356,47.2132995951417,0,-2.64845344431024,1.95646145817513,482.452767746289,-2074.86793785425,0,-97.6022175832232,-115.999239254125,608.117807017544,0,-0.44179380999132,27.4632871019982,0,-110.711371503415,-71.4349073495883,0,0,-4.23804295423079,"medical center"
"ct_resultXage.50",-91.0632388663968,1354.68681923077,-76.2123279352227,22761.0946761134,0,337.852993274504,1381.70122020886,36.2821441949947,517.504596166903,102344.696349358,2298103.55702429,-2743.15892975708,-91.0632388663968,-1003.94860323887,0,317.599772037659,17.4617990676843,-2074.86793785425,1044292.46572348,0,10622.2304862878,62226.8742342591,9448.72815789474,0,320.90273806876,639.199749279404,0,10060.9447615199,119907.819131868,0,0,319.851256491612,"medical center"
"ct_resultXdrive_thru_ind_factor1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"ct_resultXstd_ct_result.50",-7.09553762571317,88.6556450917474,-4.13906361499935,184.402658829855,0,22.1103318049089,11.1940740259017,2.33475313126655,5.39427435636107,6810.37441485998,15194.8252133584,-230.643548065345,-7.09553762571317,-225.955933857223,0,20.5322252592064,-7.60724362283154,-97.6022175832232,10622.2304862878,0,723.230542137394,568.484293890242,-58.8166031182016,0,21.1897696532491,-0.00667398758879422,0,620.635806175661,763.622668916978,0,0,18.6382632315066,"medical center"
"ct_resultXstd_age.50",-4.79048228902058,72.8316984182506,-4.19624305938612,1360.98860081454,0,18.1639084152632,82.6181533531102,1.95429504889366,30.8162612328676,5491.9234719832,137777.221721563,-142.740004587675,-4.79048228902058,-39.006629646272,0,17.0984653359426,1.75675636146561,-115.999239254125,62226.8742342591,0,568.484293890242,3714.74369633835,578.146590413895,0,17.2306290798992,38.7090998008639,0,547.698266234007,7191.8798542191,0,0,17.6085201917107,"medical center"
"gendermaleXage.50",1.05263157894737,-5.30324561403509,13.6315789473684,225.368421052632,0,-1.32260636136478,13.6808807658867,-0.117662307771519,4.54354529633127,-469.753204385965,25212.0526315789,42.0651754385965,1.05263157894737,101.631578947368,0,-1.08849234878734,5.26317343390765,608.117807017544,9448.72815789474,0,-58.8166031182016,578.146590413895,1026.38596491228,0,1.70917010151316,50.5693886550073,0,-122.670159548953,1336.44182919066,0,0,-6.30786031307707,"medical center"
"gendermaleXdrive_thru_ind_factor1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"gendermaleXstd_ct_result.50",-0.204157309372514,2.61277574972792,-0.0678793235493165,5.69788844722061,0,0.651614893767001,0.34588755647156,0.0689846593268982,0.163528397373541,200.209337241373,482.209943337425,-6.5743031720352,-0.204157309372514,-5.99507869702493,0,0.606208611217497,-0.188147639264903,-0.44179380999132,320.90273806876,0,21.1897696532491,17.2306290798992,1.70917010151316,0,0.636517968000186,0.162198860398644,0,17.3527177051217,24.366403659546,0,0,0.492343859999462,"medical center"
"gendermaleXstd_age.50",0.0272980120502611,0.108258413906182,0.607889526402046,14.8486421988109,0,0.0269991769803461,0.901379627671101,0.00410926466326222,0.31398845667616,4.74832431282626,1601.43652808886,1.33666895616793,0.0272980120502611,4.77863958561971,0,0.0330704817599965,0.266581242507035,27.4632871019982,639.199749279404,0,-0.00667398758879422,38.7090998008639,50.5693886550073,0,0.162198860398644,2.54639358217889,0,-3.92730623775407,84.4296553764964,0,0,-0.261651680159422,"medical center"
"ageXdrive_thru_ind_factor1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"ageXstd_ct_result.50",-6.81141783045247,73.2242226968802,-4.08745764889545,161.177786050823,0,18.2618022609738,9.78421938074432,1.89552850007409,4.28950769145488,5718.34857513008,14222.2330917937,-233.289579673481,-6.81141783045247,-324.176586572153,0,16.7468863193264,-13.8143096418558,-110.711371503415,10060.9447615199,0,620.635806175661,547.698266234007,-122.670159548953,0,17.3527177051217,-3.92730623775407,0,736.136381850906,724.578694828609,0,0,28.9632774587168,"medical center"
"ageXstd_age.50",-5.62990602254577,101.121442365976,-3.83458554923476,2652.62359276529,0,25.2192473585737,161.026229495236,2.74986935884071,57.61470279961,7522.17846280292,278926.687907727,-152.224328648584,-5.62990602254577,82.7554525054647,0,23.9671094636702,9.87101357277012,-71.4349073495883,119907.819131868,0,763.622668916978,7191.8798542191,1336.44182919066,0,24.366403659546,84.4296553764964,0,724.578694828609,14648.1840607532,0,0,22.2712703684577,"medical center"
"drive_thru_ind_factor1Xstd_ct_result.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"drive_thru_ind_factor1Xstd_age.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"medical center"
"std_ct_resultXstd_age.50",-0.229562637806308,2.09974716061175,-0.140839780329834,4.61858230390163,0,0.523667797797828,0.280368800171681,0.0531684044508749,0.111103142949563,167.349806303912,432.387907086573,-8.23057154067209,-0.229562637806308,-14.2078447200921,0,0.472611159036865,-0.664825474977058,-4.23804295423079,319.851256491612,0,18.6382632315066,17.6085201917107,-6.30786031307707,0,0.492343859999462,-0.261651680159422,0,28.9632774587168,22.2712703684577,0,0,1.30732050403393,"medical center"
"resultpositive.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mri"
"ct_result.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mri"
"gendermale.51",0,0,0.333333333333333,-1.33333333333333,0.166666666666667,0,-0.0809393537449314,0,0,0,-10.3333333333333,0,0,0,0,0,0,15,-60,7.5,0,-3.64227091852191,1.66666666666667,0.166666666666667,0.0741361039828582,-0.18582787143303,0,-0.296544415931433,0.52072826293356,0.0370680519914291,-0.143501031807097,-0.0180015850366187,"mri"
"age.51",0,0,-1.33333333333333,30.3333333333333,-3.16666666666667,0,1.84137029769719,0,0,0,291.333333333333,0,0,0,0,0,0,-60,1365,-142.5,0,82.8616633963735,18.3333333333333,-3.16666666666667,-0.296544415931433,2.26092436844959,0,6.7463854624401,-8.4319389956242,-0.704292987837153,2.72651960433485,0.409536059583076,"mri"
